Datum;Von;bis;MW;Onshore MW;Offshore MW
04.02.19;02:45;03:00;3344,42;3142,27;202,15
04.02.19;03:00;03:15;3230,34;3040,87;189,47
04.02.19;03:15;03:30;3171,65;2992,62;179,03
04.02.19;03:30;03:45;3117,38;2948,79;168,58
04.02.19;03:45;04:00;3074,02;2915,41;158,61
04.02.19;04:00;04:15;3032,21;2883,54;148,67
04.02.19;04:15;04:30;3016,37;2872,53;143,84
04.02.19;04:30;04:45;2999,73;2860,69;139,04
04.02.19;04:45;05:00;2975,74;2842,35;133,39
04.02.19;05:00;05:15;2952,35;2824,63;127,72
04.02.19;05:15;05:30;2929,04;2803,4;125,65
04.02.19;05:30;05:45;2905,71;2782,15;123,56
04.02.19;05:45;06:00;2885,21;2762,66;122,56
04.02.19;06:00;06:15;2888,66;2767,11;121,55
04.02.19;06:15;06:30;2863,57;2741,19;122,38
04.02.19;06:30;06:45;2837,35;2714,19;123,16
04.02.19;06:45;07:00;2817,4;2692,68;124,72
04.02.19;07:00;07:15;2802,26;2675,9;126,37
04.02.19;07:15;07:30;2814,57;2679,53;135,04
04.02.19;07:30;07:45;2827,61;2683,88;143,74
04.02.19;07:45;08:00;2822,49;2674,36;148,13
04.02.19;08:00;08:15;2813,84;2661,31;152,53
04.02.19;08:15;08:30;2823,67;2653,89;169,77
04.02.19;08:30;08:45;2833,66;2646,58;187,08
04.02.19;08:45;09:00;2821,38;2616,69;204,69
04.02.19;09:00;09:15;2813,3;2591,08;222,22
04.02.19;09:15;09:30;2792,16;2555,9;236,26
04.02.19;09:30;09:45;2768,29;2518,01;250,28
04.02.19;09:45;10:00;2759,67;2492,98;266,69
04.02.19;10:00;10:15;2750,22;2467,1;283,12
04.02.19;10:15;10:30;2725,76;2429,73;296,03
04.02.19;10:30;10:45;2704,74;2395,78;308,96
04.02.19;10:45;11:00;2706,36;2384,73;321,63
04.02.19;11:00;11:15;2707,39;2373,06;334,33
04.02.19;11:15;11:30;2756,89;2403,63;353,26
04.02.19;11:30;11:45;2810,2;2437,97;372,23
04.02.19;11:45;12:00;2878,56;2481,84;396,72
04.02.19;12:00;12:15;2949,2;2527,98;421,23
04.02.19;12:15;12:30;3066,62;2606,43;460,2
04.02.19;12:30;12:45;3188,24;2689,02;499,22
04.02.19;12:45;13:00;3304,04;2768,28;535,77
04.02.19;13:00;13:15;3419,86;2847,58;572,27
04.02.19;13:15;13:30;3526,78;2926,55;600,22
04.02.19;13:30;13:45;3634,7;3006,53;628,17
04.02.19;13:45;14:00;3743,38;3086,25;657,13
04.02.19;14:00;14:15;3852,62;3166,54;686,07
04.02.19;14:15;14:30;3946,89;3236,25;710,65
04.02.19;14:30;14:45;4047,04;3311,79;735,26
04.02.19;14:45;15:00;4153,91;3393,01;760,9
04.02.19;15:00;15:15;4261,23;3474,7;786,53
04.02.19;15:15;15:30;4408,67;3600,07;808,6
04.02.19;15:30;15:45;4559,47;3728,82;830,65
04.02.19;15:45;16:00;4727,79;3878,31;849,49
04.02.19;16:00;16:15;4897,5;4029,18;868,33
04.02.19;16:15;16:30;5186,27;4300,04;886,23
04.02.19;16:30;16:45;5469,52;4565,35;904,17
04.02.19;16:45;17:00;5762,52;4840,93;921,59
04.02.19;17:00;17:15;6063,75;5124,82;938,93
04.02.19;17:15;17:30;6359,77;5414,19;945,58
04.02.19;17:30;17:45;6648,86;5696,71;952,15
04.02.19;17:45;18:00;6911,52;5953,5;958,01
04.02.19;18:00;18:15;7166,74;6202,83;963,91
04.02.19;18:15;18:30;7351,21;6376,82;974,4
04.02.19;18:30;18:45;7535,17;6550,22;984,95
04.02.19;18:45;19:00;7707,53;6712,61;994,92
04.02.19;19:00;19:15;7878,67;6873,78;1004,89
04.02.19;19:15;19:30;7951,51;6942,52;1008,99
04.02.19;19:30;19:45;8025;7011,89;1013,12
04.02.19;19:45;20:00;8099,08;7081;1018,08
04.02.19;20:00;20:15;8167,94;7145,01;1022,94
04.02.19;20:15;20:30;8187,6;7162,79;1024,81
04.02.19;20:30;20:45;8209,5;7182,83;1026,67
04.02.19;20:45;21:00;8232,52;7204,14;1028,38
04.02.19;21:00;21:15;8254,89;7224,79;1030,1
04.02.19;21:15;21:30;8283,38;7252,09;1031,3
04.02.19;21:30;21:45;8314,51;7282,01;1032,5
04.02.19;21:45;22:00;8347,96;7314,22;1033,74
04.02.19;22:00;22:15;8320,26;7285,28;1034,98
04.02.19;22:15;22:30;8332,19;7296,78;1035,41
04.02.19;22:30;22:45;8346,06;7310,23;1035,83
04.02.19;22:45;23:00;8361,93;7326,18;1035,75
04.02.19;23:00;23:15;8376;7340,31;1035,69
04.02.19;23:15;23:30;8366,71;7333,49;1033,22
04.02.19;23:30;23:45;8352,2;7321,1;1031,1
04.02.19;23:45;00:00;8324,44;7295,67;1028,77
05.02.19;00:00;00:15;8562,23;7528,31;1033,92
05.02.19;00:15;00:30;8556,48;7523,7;1032,78
05.02.19;00:30;00:45;8552,05;7520,71;1031,34
05.02.19;00:45;01:00;8547,14;7517,56;1029,58
05.02.19;01:00;01:15;8543,31;7515,53;1027,78
05.02.19;01:15;01:30;8522,32;7495,08;1027,23
05.02.19;01:30;01:45;8500,31;7473,25;1027,06
05.02.19;01:45;02:00;8480,42;7453,42;1027
05.02.19;02:00;02:15;8424,66;7397,63;1027,03
05.02.19;02:15;02:30;8386,98;7360,21;1026,77
05.02.19;02:30;02:45;8349,24;7322,73;1026,51
05.02.19;02:45;03:00;8311,1;7285;1026,1
05.02.19;03:00;03:15;8274,47;7248,78;1025,69
05.02.19;03:15;03:30;8219,8;7195,03;1024,77
05.02.19;03:30;03:45;8164,33;7140,47;1023,86
05.02.19;03:45;04:00;8104,45;7081,5;1022,94
05.02.19;04:00;04:15;8045,96;7023,93;1022,03
05.02.19;04:15;04:30;7966,11;6944,13;1021,98
05.02.19;04:30;04:45;7883,24;6861,33;1021,91
05.02.19;04:45;05:00;7793,84;6772,03;1021,81
05.02.19;05:00;05:15;7705,21;6683,52;1021,69
05.02.19;05:15;05:30;7608,83;6589,1;1019,74
05.02.19;05:30;05:45;7511,75;6494;1017,75
05.02.19;05:45;06:00;7418,76;6402,79;1015,98
05.02.19;06:00;06:15;7381,98;6367,77;1014,21
05.02.19;06:15;06:30;7301,04;6289,05;1011,99
05.02.19;06:30;06:45;7219,91;6209,76;1010,15
05.02.19;06:45;07:00;7138,32;6129,92;1008,4
05.02.19;07:00;07:15;7057,24;6049,27;1007,97
05.02.19;07:15;07:30;6933,51;5924,46;1009,05
05.02.19;07:30;07:45;6808,48;5799,67;1008,82
05.02.19;07:45;08:00;6710,27;5703,78;1006,48
05.02.19;08:00;08:15;6611,45;5607,65;1003,8
05.02.19;08:15;08:30;6487,02;5486,08;1000,94
05.02.19;08:30;08:45;6361,14;5363,14;998
05.02.19;08:45;09:00;6251,01;5256,25;994,75
05.02.19;09:00;09:15;6144,37;5152,77;991,6
05.02.19;09:15;09:30;6035,88;5042,77;993,11
05.02.19;09:30;09:45;5930,7;4935,98;994,72
05.02.19;09:45;10:00;5808,6;4812,19;996,41
05.02.19;10:00;10:15;5688,08;4690,02;998,06
05.02.19;10:15;10:30;5594,2;4592,06;1002,15
05.02.19;10:30;10:45;5499,01;4492,79;1006,22
05.02.19;10:45;11:00;5427,3;4417,84;1009,46
05.02.19;11:00;11:15;5353,67;4341,05;1012,62
05.02.19;11:15;11:30;5310,18;4294,26;1015,92
05.02.19;11:30;11:45;5267,21;4248,06;1019,15
05.02.19;11:45;12:00;5243,18;4221,67;1021,51
05.02.19;12:00;12:15;5219,28;4195,35;1023,94
05.02.19;12:15;12:30;5200,31;4174,8;1025,51
05.02.19;12:30;12:45;5183,86;4156,74;1027,12
05.02.19;12:45;13:00;5159,45;4131,85;1027,61
05.02.19;13:00;13:15;5129,61;4101,55;1028,05
05.02.19;13:15;13:30;5094,24;4067,33;1026,91
05.02.19;13:30;13:45;5054,36;4028,66;1025,7
05.02.19;13:45;14:00;5013,27;3989,37;1023,9
05.02.19;14:00;14:15;4975,81;3953,69;1022,12
05.02.19;14:15;14:30;4911,3;3889,52;1021,78
05.02.19;14:30;14:45;4846,37;3824,93;1021,44
05.02.19;14:45;15:00;4798,28;3777,25;1021,03
05.02.19;15:00;15:15;4751,95;3731,29;1020,66
05.02.19;15:15;15:30;4763,25;3741,17;1022,08
05.02.19;15:30;15:45;4777,18;3753,6;1023,58
05.02.19;15:45;16:00;4821,02;3795,86;1025,16
05.02.19;16:00;16:15;4864,63;3837,97;1026,66
05.02.19;16:15;16:30;4913,56;3885,8;1027,76
05.02.19;16:30;16:45;4964,8;3935,95;1028,85
05.02.19;16:45;17:00;5028,05;3999,22;1028,83
05.02.19;17:00;17:15;5099,31;4070,52;1028,8
05.02.19;17:15;17:30;5188,81;4160,58;1028,23
05.02.19;17:30;17:45;5278,99;4251,37;1027,63
05.02.19;17:45;18:00;5320,72;4291,58;1029,13
05.02.19;18:00;18:15;5359,97;4329,3;1030,67
05.02.19;18:15;18:30;5350,13;4320,16;1029,97
05.02.19;18:30;18:45;5339,28;4310,05;1029,24
05.02.19;18:45;19:00;5301,88;4274,1;1027,78
05.02.19;19:00;19:15;5265,69;4239,33;1026,36
05.02.19;19:15;19:30;5252,85;4230,3;1022,55
05.02.19;19:30;19:45;5235,82;4217,14;1018,68
05.02.19;19:45;20:00;5174,38;4159,98;1014,41
05.02.19;20:00;20:15;5113,16;4102,98;1010,18
05.02.19;20:15;20:30;5026,79;4018,51;1008,29
05.02.19;20:30;20:45;4941,04;3934,65;1006,39
05.02.19;20:45;21:00;4853,83;3850;1003,83
05.02.19;21:00;21:15;4769,42;3768,16;1001,26
05.02.19;21:15;21:30;4671,39;3674,54;996,86
05.02.19;21:30;21:45;4574,88;3582,43;992,45
05.02.19;21:45;22:00;4512,38;3522,15;990,23
05.02.19;22:00;22:15;4425,56;3437,56;988,01
05.02.19;22:15;22:30;4343,63;3365,45;978,18
05.02.19;22:30;22:45;4260,73;3292,38;968,35
05.02.19;22:45;23:00;4177,77;3217,17;960,6
05.02.19;23:00;23:15;4096,67;3143,82;952,84
05.02.19;23:15;23:30;4025,14;3082,01;943,13
05.02.19;23:30;23:45;3955,91;3022,62;933,29
05.02.19;23:45;00:00;3892,21;2968,82;923,4
06.02.19;00:00;00:15;4130,31;3185,6;944,71
06.02.19;00:15;00:30;4039,09;3104,72;934,37
06.02.19;00:30;00:45;3948,93;3024,86;924,07
06.02.19;00:45;01:00;3886,04;2973,48;912,56
06.02.19;01:00;01:15;3819,27;2918,28;900,99
06.02.19;01:15;01:30;3724,91;2849,13;875,78
06.02.19;01:30;01:45;3630,42;2779,92;850,49
06.02.19;01:45;02:00;3535,8;2709,14;826,66
06.02.19;02:00;02:15;3250,98;2448,09;802,89
06.02.19;02:15;02:30;3174,81;2388,49;786,32
06.02.19;02:30;02:45;3101,59;2331,83;769,76
06.02.19;02:45;03:00;3037,79;2282,93;754,86
06.02.19;03:00;03:15;2976,86;2236,91;739,96
06.02.19;03:15;03:30;2902,63;2192,98;709,65
06.02.19;03:30;03:45;2827,95;2148,71;679,24
06.02.19;03:45;04:00;2747,47;2102,01;645,46
06.02.19;04:00;04:15;2672,33;2060,55;611,78
06.02.19;04:15;04:30;2602,29;2025,92;576,37
06.02.19;04:30;04:45;2533,13;1992,14;541
06.02.19;04:45;05:00;2464,23;1958,45;505,78
06.02.19;05:00;05:15;2400,33;1929,78;470,54
06.02.19;05:15;05:30;2359,18;1931,12;428,07
06.02.19;05:30;05:45;2317,26;1931,79;385,47
06.02.19;05:45;06:00;2286,11;1941,66;344,45
06.02.19;06:00;06:15;2273,45;1969,87;303,58
06.02.19;06:15;06:30;2306,12;2033,56;272,56
06.02.19;06:30;06:45;2343,55;2102,01;241,54
06.02.19;06:45;07:00;2388,07;2175,99;212,08
06.02.19;07:00;07:15;2435,62;2252,95;182,68
06.02.19;07:15;07:30;2546,75;2365,8;180,95
06.02.19;07:30;07:45;2658,79;2479,56;179,24
06.02.19;07:45;08:00;2779,12;2597,89;181,22
06.02.19;08:00;08:15;2899,54;2716,32;183,22
06.02.19;08:15;08:30;3040,11;2840,77;199,34
06.02.19;08:30;08:45;3187,8;2972,29;215,5
06.02.19;08:45;09:00;3304,24;3070,25;233,99
06.02.19;09:00;09:15;3423,24;3170,79;252,46
06.02.19;09:15;09:30;3486,01;3217,49;268,52
06.02.19;09:30;09:45;3557,11;3272,51;284,6
06.02.19;09:45;10:00;3639,68;3336,62;303,06
06.02.19;10:00;10:15;3724,9;3403,39;321,52
06.02.19;10:15;10:30;3738,28;3390,11;348,17
06.02.19;10:30;10:45;3754,88;3380,02;374,85
06.02.19;10:45;11:00;3793,35;3389,32;404,04
06.02.19;11:00;11:15;3835,65;3402,41;433,23
06.02.19;11:15;11:30;3895,31;3429,23;466,07
06.02.19;11:30;11:45;3960,18;3461,22;498,96
06.02.19;11:45;12:00;4028,67;3498,31;530,36
06.02.19;12:00;12:15;4097,37;3535,66;561,72
06.02.19;12:15;12:30;4160,06;3572,9;587,16
06.02.19;12:30;12:45;4222,32;3609,75;612,58
06.02.19;12:45;13:00;4278,5;3638,78;639,72
06.02.19;13:00;13:15;4333,51;3666,6;666,91
06.02.19;13:15;13:30;4376,42;3696,16;680,26
06.02.19;13:30;13:45;4420,48;3726,83;693,65
06.02.19;13:45;14:00;4461,83;3754,39;707,44
06.02.19;14:00;14:15;4502,91;3781,74;721,17
06.02.19;14:15;14:30;4541,73;3808,28;733,45
06.02.19;14:30;14:45;4582,67;3836,95;745,72
06.02.19;14:45;15:00;4629,27;3875,76;753,5
06.02.19;15:00;15:15;4677;3915,7;761,3
06.02.19;15:15;15:30;4744,17;3971,22;772,95
06.02.19;15:30;15:45;4813,14;4028,48;784,66
06.02.19;15:45;16:00;4882,64;4089,49;793,14
06.02.19;16:00;16:15;4956,27;4154,71;801,56
06.02.19;16:15;16:30;5045,17;4247,84;797,33
06.02.19;16:30;16:45;5130,49;4337,4;793,09
06.02.19;16:45;17:00;5224,85;4434,68;790,16
06.02.19;17:00;17:15;5321,99;4534,75;787,24
06.02.19;17:15;17:30;5383,52;4602,87;780,64
06.02.19;17:30;17:45;5441,81;4667,75;774,06
06.02.19;17:45;18:00;5487,79;4721,23;766,56
06.02.19;18:00;18:15;5531,72;4772,68;759,04
06.02.19;18:15;18:30;5533,62;4787,92;745,71
06.02.19;18:30;18:45;5535,08;4802,71;732,37
06.02.19;18:45;19:00;5522,28;4803,07;719,2
06.02.19;19:00;19:15;5511,14;4805,11;706,03
06.02.19;19:15;19:30;5458,9;4771,81;687,1
06.02.19;19:30;19:45;5403,97;4735,89;668,08
06.02.19;19:45;20:00;5348,8;4696,55;652,25
06.02.19;20:00;20:15;5292,21;4655,73;636,48
06.02.19;20:15;20:30;5233,13;4612,95;620,18
06.02.19;20:30;20:45;5175,23;4571,35;603,88
06.02.19;20:45;21:00;5115,53;4530,39;585,14
06.02.19;21:00;21:15;5057,18;4490,79;566,39
06.02.19;21:15;21:30;5011,89;4467,14;544,75
06.02.19;21:30;21:45;4967,58;4444,47;523,11
06.02.19;21:45;22:00;4924,66;4422,48;502,18
06.02.19;22:00;22:15;4849,02;4367,76;481,26
06.02.19;22:15;22:30;4807,37;4344,93;462,44
06.02.19;22:30;22:45;4765,55;4321,96;443,59
06.02.19;22:45;23:00;4722,51;4297,46;425,06
06.02.19;23:00;23:15;4680,28;4273,69;406,59
06.02.19;23:15;23:30;4643,39;4252,73;390,65
06.02.19;23:30;23:45;4615,38;4240,01;375,36
06.02.19;23:45;00:00;4592,07;4230,36;361,71
07.02.19;00:00;00:15;4855,12;4378,9;476,22
07.02.19;00:15;00:30;4811,8;4347,35;464,44
07.02.19;00:30;00:45;4767,48;4314,83;452,65
07.02.19;00:45;01:00;4697,4;4257,34;440,06
07.02.19;01:00;01:15;4629,73;4202,26;427,48
07.02.19;01:15;01:30;4588,14;4176,95;411,19
07.02.19;01:30;01:45;4544,39;4149,51;394,88
07.02.19;01:45;02:00;4556,48;4180,68;375,8
07.02.19;02:00;02:15;4439,91;4083,13;356,78
07.02.19;02:15;02:30;4450,43;4102,91;347,52
07.02.19;02:30;02:45;4463,68;4125,42;338,26
07.02.19;02:45;03:00;4478,86;4162,51;316,35
07.02.19;03:00;03:15;4494,31;4199,88;294,44
07.02.19;03:15;03:30;4527,08;4242,69;284,38
07.02.19;03:30;03:45;4562,73;4288,42;274,31
07.02.19;03:45;04:00;4652,99;4383,89;269,1
07.02.19;04:00;04:15;4745,07;4481,18;263,9
07.02.19;04:15;04:30;4888,91;4627,66;261,25
07.02.19;04:30;04:45;5035,61;4777,03;258,58
07.02.19;04:45;05:00;5234,95;4980,82;254,13
07.02.19;05:00;05:15;5438,53;5188,79;249,74
07.02.19;05:15;05:30;5629,16;5373,01;256,16
07.02.19;05:30;05:45;5827,98;5565,39;262,58
07.02.19;05:45;06:00;5994,19;5725,19;269
07.02.19;06:00;06:15;6211,69;5936,26;275,43
07.02.19;06:15;06:30;6461,32;6165,48;295,84
07.02.19;06:30;06:45;6721,72;6405,37;316,35
07.02.19;06:45;07:00;6926,06;6587,36;338,71
07.02.19;07:00;07:15;7126,48;6765,51;360,97
07.02.19;07:15;07:30;7352,72;6967,01;385,71
07.02.19;07:30;07:45;7531,94;7179,46;352,47
07.02.19;07:45;08:00;7699,97;7333,82;366,15
07.02.19;08:00;08:15;7863;7483,12;379,88
07.02.19;08:15;08:30;8046,07;7644,52;401,55
07.02.19;08:30;08:45;8233,1;7809,74;423,37
07.02.19;08:45;09:00;8345,84;7900,06;445,77
07.02.19;09:00;09:15;8452,5;7984,3;468,2
07.02.19;09:15;09:30;8586,98;8090,98;496,01
07.02.19;09:30;09:45;8720,99;8197,19;523,8
07.02.19;09:45;10:00;8790,88;8240,18;550,7
07.02.19;10:00;10:15;8855,58;8277,99;577,58
07.02.19;10:15;10:30;8890,35;8301,05;589,29
07.02.19;10:30;10:45;8925,71;8324,71;601,01
07.02.19;10:45;11:00;8915,07;8304,04;611,02
07.02.19;11:00;11:15;8905,75;8284,74;621,01
07.02.19;11:15;11:30;8903,99;8272,83;631,17
07.02.19;11:30;11:45;8902,92;8261,62;641,3
07.02.19;11:45;12:00;8908,12;8255,68;652,44
07.02.19;12:00;12:15;8911,91;8248,37;663,54
07.02.19;12:15;12:30;8931,66;8257,43;674,22
07.02.19;12:30;12:45;8955,08;8270,88;684,2
07.02.19;12:45;13:00;9016,85;8318,04;698,81
07.02.19;13:00;13:15;9096,36;8373,57;722,79
07.02.19;13:15;13:30;9123,07;8379,66;743,42
07.02.19;13:30;13:45;9132,02;8376,04;755,98
07.02.19;13:45;14:00;9152,89;8388,41;764,48
07.02.19;14:00;14:15;9178,02;8409,02;769
07.02.19;14:15;14:30;9209,2;8437,67;771,54
07.02.19;14:30;14:45;9241,04;8466,97;774,08
07.02.19;14:45;15:00;9288,45;8513,82;774,63
07.02.19;15:00;15:15;9337,26;8562,11;775,14
07.02.19;15:15;15:30;9390,87;8616,09;774,77
07.02.19;15:30;15:45;9447,09;8672,75;774,34
07.02.19;15:45;16:00;9489,05;8715,14;773,9
07.02.19;16:00;16:15;9531,4;8757,89;773,51
07.02.19;16:15;16:30;9605,54;8833,06;772,47
07.02.19;16:30;16:45;9681,38;8909,95;771,43
07.02.19;16:45;17:00;9739,27;8968,88;770,39
07.02.19;17:00;17:15;9795,12;9025,77;769,35
07.02.19;17:15;17:30;9872,01;9102;770,01
07.02.19;17:30;17:45;9947,77;9177,1;770,66
07.02.19;17:45;18:00;10022,75;9251,41;771,33
07.02.19;18:00;18:15;10091,1;9319,06;772,03
07.02.19;18:15;18:30;10167,94;9394,43;773,51
07.02.19;18:30;18:45;10245,93;9470,89;775,04
07.02.19;18:45;19:00;10321,77;9545,21;776,56
07.02.19;19:00;19:15;10390,27;9612,24;778,03
07.02.19;19:15;19:30;10474,51;9693,67;780,83
07.02.19;19:30;19:45;10557,64;9774;783,64
07.02.19;19:45;20:00;10635,41;9848,96;786,45
07.02.19;20:00;20:15;10705,15;9915,9;789,25
07.02.19;20:15;20:30;10782,93;9990,22;792,71
07.02.19;20:30;20:45;10863,24;10067;796,24
07.02.19;20:45;21:00;10940,53;10140,75;799,78
07.02.19;21:00;21:15;11014,86;10211,62;803,24
07.02.19;21:15;21:30;11078,33;10273,3;805,03
07.02.19;21:30;21:45;11141,99;10335,18;806,81
07.02.19;21:45;22:00;11205,15;10396,58;808,58
07.02.19;22:00;22:15;11181,79;10371,44;810,35
07.02.19;22:15;22:30;11211,32;10400,85;810,48
07.02.19;22:30;22:45;11237;10426,37;810,63
07.02.19;22:45;23:00;11260,18;10449,41;810,78
07.02.19;23:00;23:15;11280,55;10469,65;810,9
07.02.19;23:15;23:30;11283,16;10472,17;810,99
07.02.19;23:30;23:45;11285,58;10474,5;811,07
07.02.19;23:45;00:00;11287,98;10476,84;811,14
08.02.19;00:00;00:15;10794,28;9984,88;809,4
08.02.19;00:15;00:30;10781,64;9971,96;809,67
08.02.19;00:30;00:45;10767,72;9957,78;809,94
08.02.19;00:45;01:00;10752,07;9941,89;810,18
08.02.19;01:00;01:15;10739,02;9928,63;810,39
08.02.19;01:15;01:30;10711,6;9901,34;810,26
08.02.19;01:30;01:45;10682,67;9872,56;810,11
08.02.19;01:45;02:00;10656,13;9846,09;810,04
08.02.19;02:00;02:15;10581,97;9771,98;809,98
08.02.19;02:15;02:30;10548,59;9738,55;810,04
08.02.19;02:30;02:45;10513,74;9703,63;810,11
08.02.19;02:45;03:00;10484,38;9674,27;810,11
08.02.19;03:00;03:15;10457,74;9647,64;810,11
08.02.19;03:15;03:30;10423,42;9613,44;809,99
08.02.19;03:30;03:45;10389,21;9579,35;809,86
08.02.19;03:45;04:00;10356,52;9547;809,53
08.02.19;04:00;04:15;10324,57;9515,38;809,19
08.02.19;04:15;04:30;10281,28;9472,02;809,26
08.02.19;04:30;04:45;10235,4;9426,07;809,32
08.02.19;04:45;05:00;10187,89;9378,72;809,17
08.02.19;05:00;05:15;10141,35;9332,33;809,02
08.02.19;05:15;05:30;10082,25;9272,91;809,34
08.02.19;05:30;05:45;10022,58;9212,9;809,68
08.02.19;05:45;06:00;9963,81;9153,78;810,03
08.02.19;06:00;06:15;9982,16;9171,81;810,36
08.02.19;06:15;06:30;9928,61;9118,5;810,1
08.02.19;06:30;06:45;9874,52;9064,73;809,8
08.02.19;06:45;07:00;9804,43;8994,96;809,47
08.02.19;07:00;07:15;9734,32;8925,12;809,2
08.02.19;07:15;07:30;9610,24;8801,27;808,97
08.02.19;07:30;07:45;9484,69;8675,94;808,75
08.02.19;07:45;08:00;9409,71;8601,16;808,55
08.02.19;08:00;08:15;9330,97;8522,61;808,36
08.02.19;08:15;08:30;9215,52;8407,49;808,03
08.02.19;08:30;08:45;9101,19;8293,51;807,67
08.02.19;08:45;09:00;9018,48;8211,89;806,59
08.02.19;09:00;09:15;8936,63;8131,08;805,55
08.02.19;09:15;09:30;8853,01;8048,06;804,95
08.02.19;09:30;09:45;8772,53;7968,16;804,37
08.02.19;09:45;10:00;8721,51;7917,2;804,31
08.02.19;10:00;10:15;8668,66;7864,43;804,22
08.02.19;10:15;10:30;8648,64;7849,46;799,18
08.02.19;10:30;10:45;8630,95;7837,01;793,94
08.02.19;10:45;11:00;8636,23;7847,71;788,51
08.02.19;11:00;11:15;8638,67;7855,44;783,22
08.02.19;11:15;11:30;8746,57;7966,96;779,61
08.02.19;11:30;11:45;8854,22;8078,2;776,02
08.02.19;11:45;12:00;8964,27;8192,04;772,22
08.02.19;12:00;12:15;9071,95;8303,59;768,36
08.02.19;12:15;12:30;9136,64;8372,84;763,81
08.02.19;12:30;12:45;9204,12;8444,86;759,27
08.02.19;12:45;13:00;9285,31;8530,9;754,42
08.02.19;13:00;13:15;9359,81;8610,26;749,54
08.02.19;13:15;13:30;9451,52;8702,02;749,5
08.02.19;13:30;13:45;9536,96;8787,62;749,33
08.02.19;13:45;14:00;9639,41;8890,18;749,23
08.02.19;14:00;14:15;9743,47;8994,22;749,25
08.02.19;14:15;14:30;9743,16;8991,62;751,54
08.02.19;14:30;14:45;9746,03;8991,98;754,04
08.02.19;14:45;15:00;9751,7;8994,4;757,3
08.02.19;15:00;15:15;9758,47;8998,08;760,39
08.02.19;15:15;15:30;9746,71;8986,43;760,28
08.02.19;15:30;15:45;9730,77;8970,62;760,15
08.02.19;15:45;16:00;9698,24;8938,23;760,01
08.02.19;16:00;16:15;9666,78;8906,9;759,88
08.02.19;16:15;16:30;9713,59;8950,54;763,05
08.02.19;16:30;16:45;9759,15;8992,95;766,2
08.02.19;16:45;17:00;9849,08;9080,17;768,91
08.02.19;17:00;17:15;9943,66;9172,05;771,61
08.02.19;17:15;17:30;10097,51;9320,14;777,38
08.02.19;17:30;17:45;10253,22;9470,13;783,09
08.02.19;17:45;18:00;10404,56;9616,17;788,38
08.02.19;18:00;18:15;10551,39;9757,73;793,66
08.02.19;18:15;18:30;10682,51;9885,19;797,32
08.02.19;18:30;18:45;10811,35;10010,35;801
08.02.19;18:45;19:00;10940,58;10135,93;804,65
08.02.19;19:00;19:15;11066,02;10257,77;808,25
08.02.19;19:15;19:30;11148,49;10339,88;808,61
08.02.19;19:30;19:45;11230,77;10421,8;808,97
08.02.19;19:45;20:00;11313,06;10503,73;809,33
08.02.19;20:00;20:15;11387,05;10577,36;809,69
08.02.19;20:15;20:30;11472,39;10662,52;809,86
08.02.19;20:30;20:45;11557,73;10747,7;810,04
08.02.19;20:45;21:00;11641,41;10831,2;810,2
08.02.19;21:00;21:15;11724,92;10914,55;810,37
08.02.19;21:15;21:30;11794,83;10984,44;810,4
08.02.19;21:30;21:45;11865,48;11055,06;810,42
08.02.19;21:45;22:00;11939,73;11129,29;810,44
08.02.19;22:00;22:15;11920,14;11109,67;810,47
08.02.19;22:15;22:30;12003,54;11193,29;810,24
08.02.19;22:30;22:45;12086,89;11276,87;810,02
08.02.19;22:45;23:00;12172,24;11362,44;809,79
08.02.19;23:00;23:15;12255,48;11445,91;809,57
08.02.19;23:15;23:30;12345,53;11535,99;809,54
08.02.19;23:30;23:45;12427,15;11617,63;809,53
08.02.19;23:45;00:00;12496,38;11686,82;809,56
09.02.19;00:00;00:15;12262,44;11415,26;847,18
09.02.19;00:15;00:30;12318,22;11471;847,21
09.02.19;00:30;00:45;12373,84;11526,6;847,24
09.02.19;00:45;01:00;12440,85;11593,58;847,27
09.02.19;01:00;01:15;12503,89;11656,58;847,3
09.02.19;01:15;01:30;12568,27;11720,91;847,37
09.02.19;01:30;01:45;12632,87;11785,42;847,45
09.02.19;01:45;02:00;12695,9;11848,4;847,51
09.02.19;02:00;02:15;12716,82;11869,29;847,53
09.02.19;02:15;02:30;12760,62;11913,06;847,56
09.02.19;02:30;02:45;12804,91;11957,32;847,59
09.02.19;02:45;03:00;12858,28;12010,66;847,62
09.02.19;03:00;03:15;12911;12063,36;847,64
09.02.19;03:15;03:30;12962,24;12114,58;847,66
09.02.19;03:30;03:45;13016,02;12168,34;847,68
09.02.19;03:45;04:00;13024,7;12176,99;847,71
09.02.19;04:00;04:15;13031,85;12184,12;847,73
09.02.19;04:15;04:30;13056,79;12209,06;847,74
09.02.19;04:30;04:45;13078,85;12231,11;847,74
09.02.19;04:45;05:00;13085,38;12237,65;847,74
09.02.19;05:00;05:15;13091,06;12243,32;847,74
09.02.19;05:15;05:30;13105,58;12257,83;847,75
09.02.19;05:30;05:45;13121,68;12273,92;847,76
09.02.19;05:45;06:00;13146,54;12298,78;847,76
09.02.19;06:00;06:15;13274,29;12426,52;847,76
09.02.19;06:15;06:30;13283,97;12436,26;847,71
09.02.19;06:30;06:45;13293,81;12446,16;847,65
09.02.19;06:45;07:00;13294,88;12447,27;847,61
