Datum;Von;bis;MW;Onshore MW;Offshore MW
01.01.19;00:00;00:15;8277,3;7256,16;1021,14
01.01.19;00:15;00:30;8502,05;7477,06;1024,99
01.01.19;00:30;00:45;8734,51;7705,69;1028,82
01.01.19;00:45;01:00;8960,9;7928,25;1032,65
01.01.19;01:00;01:15;9178,77;8142,29;1036,48
01.01.19;01:15;01:30;9380,93;8344,14;1036,79
01.01.19;01:30;01:45;9584,06;8546,96;1037,1
01.01.19;01:45;02:00;9787,26;8749,86;1037,4
01.01.19;02:00;02:15;9966,1;8928,4;1037,7
01.01.19;02:15;02:30;10141,32;9103,31;1038,01
01.01.19;02:30;02:45;10322,13;9283,81;1038,33
01.01.19;02:45;03:00;10507,85;9469,22;1038,63
01.01.19;03:00;03:15;10689,68;9650,74;1038,94
01.01.19;03:15;03:30;10843,07;9803,83;1039,24
01.01.19;03:30;03:45;11001,83;9962,28;1039,55
01.01.19;03:45;04:00;11157,92;10118,06;1039,86
01.01.19;04:00;04:15;11309,33;10269,16;1040,17
01.01.19;04:15;04:30;11461,6;10421,44;1040,16
01.01.19;04:30;04:45;11618,94;10578,8;1040,14
01.01.19;04:45;05:00;11775,39;10735,26;1040,12
01.01.19;05:00;05:15;11925,13;10885,02;1040,11
01.01.19;05:15;05:30;12101,84;11061,75;1040,1
01.01.19;05:30;05:45;12286,63;11246,55;1040,08
01.01.19;05:45;06:00;12472,22;11432,16;1040,07
01.01.19;06:00;06:15;12744,46;11704,41;1040,06
01.01.19;06:15;06:30;12911,4;11871,36;1040,04
01.01.19;06:30;06:45;13075,42;12035,4;1040,01
01.01.19;06:45;07:00;13225,21;12185,21;1040
01.01.19;07:00;07:15;13367,99;12328,01;1039,98
01.01.19;07:15;07:30;13450,43;12412,44;1038
01.01.19;07:30;07:45;13524,7;12488,69;1036,01
01.01.19;07:45;08:00;13598,11;12564,09;1034,02
01.01.19;08:00;08:15;13667,58;12635,55;1032,03
01.01.19;08:15;08:30;13713,98;12683,93;1030,04
01.01.19;08:30;08:45;13764,96;12736,9;1028,06
01.01.19;08:45;09:00;13842,59;12816,52;1026,06
01.01.19;09:00;09:15;13919,89;12895,81;1024,08
01.01.19;09:15;09:30;13971,37;12949,28;1022,09
01.01.19;09:30;09:45;14020,83;13000,73;1020,1
01.01.19;09:45;10:00;14054,08;13035,97;1018,11
01.01.19;10:00;10:15;14084,6;13068,47;1016,13
01.01.19;10:15;10:30;14055,33;13047,73;1007,6
01.01.19;10:30;10:45;14026,39;13027,31;999,07
01.01.19;10:45;11:00;14037,99;13047,45;990,54
01.01.19;11:00;11:15;14048,04;13066,02;982,02
01.01.19;11:15;11:30;14075,04;13105,5;969,54
01.01.19;11:30;11:45;14102,11;13145,04;957,06
01.01.19;11:45;12:00;14085,73;13156;929,73
01.01.19;12:00;12:15;14071,2;13168,8;902,4
01.01.19;12:15;12:30;14090,84;13219,62;871,22
01.01.19;12:30;12:45;14111,44;13271,4;840,03
01.01.19;12:45;13:00;14155,75;13336,25;819,5
01.01.19;13:00;13:15;14196;13397,03;798,97
01.01.19;13:15;13:30;14248,67;13446,54;802,13
01.01.19;13:30;13:45;14302,09;13496,8;805,28
01.01.19;13:45;14:00;14359,48;13551,04;808,44
01.01.19;14:00;14:15;14414,22;13602,62;811,6
01.01.19;14:15;14:30;14481,52;13653,02;828,49
01.01.19;14:30;14:45;14549,28;13703,89;845,39
01.01.19;14:45;15:00;14612,29;13750;862,29
01.01.19;15:00;15:15;14675,67;13796,49;879,18
01.01.19;15:15;15:30;14724,21;13838,22;886
01.01.19;15:30;15:45;14773,94;13881,13;892,81
01.01.19;15:45;16:00;14823,4;13915,63;907,77
01.01.19;16:00;16:15;14874,41;13951,67;922,74
01.01.19;16:15;16:30;14958,42;14027,17;931,25
01.01.19;16:30;16:45;15040,7;14100,93;939,76
01.01.19;16:45;17:00;15110,84;14168,14;942,7
01.01.19;17:00;17:15;15179,15;14233,52;945,63
01.01.19;17:15;17:30;15233,54;14282,25;951,29
01.01.19;17:30;17:45;15292,97;14336,02;956,95
01.01.19;17:45;18:00;15349,01;14394,01;955
01.01.19;18:00;18:15;15400,17;14447,12;953,06
01.01.19;18:15;18:30;15489,46;14532,06;957,4
01.01.19;18:30;18:45;15581,48;14619,73;961,75
01.01.19;18:45;19:00;15664,18;14698,1;966,08
01.01.19;19:00;19:15;15744,43;14774,03;970,4
01.01.19;19:15;19:30;15787,74;14817,15;970,59
01.01.19;19:30;19:45;15827,25;14856,48;970,77
01.01.19;19:45;20:00;15847,5;14876,55;970,95
01.01.19;20:00;20:15;15867,16;14896,03;971,13
01.01.19;20:15;20:30;15897,1;14926,21;970,89
01.01.19;20:30;20:45;15929,29;14958,64;970,65
01.01.19;20:45;21:00;15969,57;14999,16;970,41
01.01.19;21:00;21:15;16006,21;15036,04;970,17
01.01.19;21:15;21:30;16014,15;15044,2;969,96
01.01.19;21:30;21:45;16018,42;15048,68;969,74
01.01.19;21:45;22:00;16023,7;15054,17;969,53
01.01.19;22:00;22:15;15896,05;14926,73;969,32
01.01.19;22:15;22:30;15875,71;14908,48;967,24
01.01.19;22:30;22:45;15851,79;14886,64;965,15
01.01.19;22:45;23:00;15818,49;14855,44;963,06
01.01.19;23:00;23:15;15775,93;14814,96;960,96
01.01.19;23:15;23:30;15744,39;14785,72;958,67
01.01.19;23:30;23:45;15706,29;14749,9;956,39
01.01.19;23:45;00:00;15638,65;14684,66;953,99
02.01.19;00:00;00:15;15361;14340,5;1020,5
02.01.19;00:15;00:30;15315,08;14294,83;1020,26
02.01.19;00:30;00:45;15268,23;14248,22;1020,01
02.01.19;00:45;01:00;15207,32;14187,56;1019,76
02.01.19;01:00;01:15;15134,88;14115,36;1019,52
02.01.19;01:15;01:30;15119,83;14102,1;1017,73
02.01.19;01:30;01:45;15101,64;14085,7;1015,95
02.01.19;01:45;02:00;15098,92;14088,08;1010,84
02.01.19;02:00;02:15;15195,58;14189,85;1005,73
02.01.19;02:15;02:30;15154,52;14146,69;1007,82
02.01.19;02:30;02:45;15113,08;14103,17;1009,91
02.01.19;02:45;03:00;15058,34;14046,13;1012,2
02.01.19;03:00;03:15;15003,15;13988,65;1014,5
02.01.19;03:15;03:30;14959,93;13946,12;1013,81
02.01.19;03:30;03:45;14915,87;13902,74;1013,13
02.01.19;03:45;04:00;14847,71;13835,28;1012,43
02.01.19;04:00;04:15;14780,87;13769,14;1011,73
02.01.19;04:15;04:30;14738,3;13725,61;1012,69
02.01.19;04:30;04:45;14692,88;13679,23;1013,64
02.01.19;04:45;05:00;14605,06;13590,46;1014,6
02.01.19;05:00;05:15;14515,62;13500,06;1015,56
02.01.19;05:15;05:30;14474,46;13456,4;1018,06
02.01.19;05:30;05:45;14432,07;13411,52;1020,55
02.01.19;05:45;06:00;14369,77;13346,73;1023,04
02.01.19;06:00;06:15;14423,2;13397,67;1025,53
02.01.19;06:15;06:30;14415,12;13388,37;1026,74
02.01.19;06:30;06:45;14405,52;13377,57;1027,95
02.01.19;06:45;07:00;14379,46;13350,3;1029,16
02.01.19;07:00;07:15;14353,71;13323,34;1030,37
02.01.19;07:15;07:30;14306,26;13275,77;1030,49
02.01.19;07:30;07:45;14252,98;13222,38;1030,6
02.01.19;07:45;08:00;14222,25;13191,53;1030,73
02.01.19;08:00;08:15;14191,29;13160,45;1030,85
02.01.19;08:15;08:30;14114,97;13084,01;1030,97
02.01.19;08:30;08:45;14040,07;13008,98;1031,08
02.01.19;08:45;09:00;13962,42;12931,21;1031,2
02.01.19;09:00;09:15;13885,09;12853,77;1031,32
02.01.19;09:15;09:30;13817,69;12786,25;1031,44
02.01.19;09:30;09:45;13742,23;12710,67;1031,56
02.01.19;09:45;10:00;13687,43;12655,75;1031,68
02.01.19;10:00;10:15;13641,9;12610,11;1031,8
02.01.19;10:15;10:30;13615,66;12586,18;1029,48
02.01.19;10:30;10:45;13591,53;12564,36;1027,16
02.01.19;10:45;11:00;13531,84;12506,99;1024,85
02.01.19;11:00;11:15;13477,96;12455,42;1022,54
02.01.19;11:15;11:30;13470,63;12450,4;1020,23
02.01.19;11:30;11:45;13466,78;12448,86;1017,92
02.01.19;11:45;12:00;13482,04;12466,44;1015,6
02.01.19;12:00;12:15;13495,26;12481,98;1013,28
02.01.19;12:15;12:30;13505,35;12494,39;1010,96
02.01.19;12:30;12:45;13518,15;12509,51;1008,64
02.01.19;12:45;13:00;13514,82;12508,5;1006,32
02.01.19;13:00;13:15;13510,14;12506,13;1004
02.01.19;13:15;13:30;13441,55;12439,97;1001,58
02.01.19;13:30;13:45;13364,53;12365,38;999,15
02.01.19;13:45;14:00;13267,34;12270,62;996,72
02.01.19;14:00;14:15;13172,12;12177,82;994,29
02.01.19;14:15;14:30;12974,48;11982,6;991,87
02.01.19;14:30;14:45;12776,12;11786,67;989,45
02.01.19;14:45;15:00;12542,88;11555,86;987,02
02.01.19;15:00;15:15;12302,18;11317,58;984,6
02.01.19;15:15;15:30;12030,29;11048,11;982,17
02.01.19;15:30;15:45;11751,65;10771,9;979,74
02.01.19;15:45;16:00;11485,65;10508,33;977,32
02.01.19;16:00;16:15;11225,48;10250,59;974,89
02.01.19;16:15;16:30;11041,75;10069,23;972,52
02.01.19;16:30;16:45;10847,95;9877,79;970,15
02.01.19;16:45;17:00;10695,55;9727,78;967,78
02.01.19;17:00;17:15;10542,94;9577,54;965,4
02.01.19;17:15;17:30;10395,25;9432,21;963,04
02.01.19;17:30;17:45;10243,93;9283,25;960,68
02.01.19;17:45;18:00;10121,33;9163,01;958,31
02.01.19;18:00;18:15;10003,01;9047,06;955,95
02.01.19;18:15;18:30;9901,5;8947,94;953,56
02.01.19;18:30;18:45;9805,29;8854,12;951,17
02.01.19;18:45;19:00;9731,69;8782,94;948,75
02.01.19;19:00;19:15;9662,55;8716,24;946,32
02.01.19;19:15;19:30;9539,53;8595,25;944,28
02.01.19;19:30;19:45;9412,18;8469,94;942,24
02.01.19;19:45;20:00;9318,77;8378,57;940,2
02.01.19;20:00;20:15;9223,89;8285,73;938,16
02.01.19;20:15;20:30;9103,64;8167,51;936,13
02.01.19;20:30;20:45;8983,08;8048,97;934,11
02.01.19;20:45;21:00;8888,76;7956,68;932,08
02.01.19;21:00;21:15;8794,56;7864,54;930,03
02.01.19;21:15;21:30;8677,19;7749,28;927,91
02.01.19;21:30;21:45;8559,08;7633,34;925,74
02.01.19;21:45;22:00;8472,56;7549,04;923,52
02.01.19;22:00;22:15;8325,48;7404,14;921,34
02.01.19;22:15;22:30;8255,22;7336,4;918,81
02.01.19;22:30;22:45;8184,89;7268,59;916,3
02.01.19;22:45;23:00;8115,52;7201,71;913,81
02.01.19;23:00;23:15;8047,35;7136,03;911,32
02.01.19;23:15;23:30;8026,93;7118,62;908,31
02.01.19;23:30;23:45;8007;7101,6;905,4
02.01.19;23:45;00:00;7986,37;7083,74;902,63
03.01.19;00:00;00:15;7500,28;6497,15;1003,13
03.01.19;00:15;00:30;7487,42;6485,24;1002,18
03.01.19;00:30;00:45;7473,59;6472,4;1001,19
03.01.19;00:45;01:00;7455,93;6456,54;999,38
03.01.19;01:00;01:15;7446,21;6448,61;997,6
03.01.19;01:15;01:30;7436,26;6440,51;995,76
03.01.19;01:30;01:45;7425,72;6431,81;993,9
03.01.19;01:45;02:00;7414,75;6422,1;992,65
03.01.19;02:00;02:15;7389,22;6397,8;991,42
03.01.19;02:15;02:30;7394,48;6401,77;992,71
03.01.19;02:30;02:45;7401,89;6407,81;994,08
03.01.19;02:45;03:00;7411,62;6415,94;995,68
03.01.19;03:00;03:15;7420,4;6423,16;997,24
03.01.19;03:15;03:30;7463,91;6462,39;1001,52
03.01.19;03:30;03:45;7505,94;6500,14;1005,81
03.01.19;03:45;04:00;7547,9;6537,82;1010,08
03.01.19;04:00;04:15;7586,78;6572,48;1014,3
03.01.19;04:15;04:30;7615,83;6604,34;1011,49
03.01.19;04:30;04:45;7644,97;6636,3;1008,67
03.01.19;04:45;05:00;7675,91;6669,92;1005,99
03.01.19;05:00;05:15;7706,53;6703,23;1003,3
03.01.19;05:15;05:30;7734,31;6738,19;996,12
03.01.19;05:30;05:45;7763,7;6774,75;988,94
03.01.19;05:45;06:00;7794,82;6812,91;981,91
03.01.19;06:00;06:15;7884,6;6909,73;974,87
03.01.19;06:15;06:30;7915,75;6948,58;967,17
03.01.19;06:30;06:45;7946,51;6987,04;959,47
03.01.19;06:45;07:00;7977,09;7025,78;951,31
03.01.19;07:00;07:15;8006,88;7063,73;943,15
03.01.19;07:15;07:30;7997,6;7063,92;933,68
03.01.19;07:30;07:45;7985,74;7061,61;924,13
03.01.19;07:45;08:00;7967,38;7054,04;913,33
03.01.19;08:00;08:15;7950,19;7047,66;902,52
03.01.19;08:15;08:30;7903,79;7014,18;889,61
03.01.19;08:30;08:45;7857,09;6980,45;876,64
03.01.19;08:45;09:00;7807,22;6944,53;862,69
03.01.19;09:00;09:15;7751,37;6902,64;848,73
03.01.19;09:15;09:30;7651,62;6826,47;825,15
03.01.19;09:30;09:45;7550,18;6748,58;801,59
03.01.19;09:45;10:00;7457,6;6678,72;778,89
03.01.19;10:00;10:15;7368,21;6612,05;756,16
03.01.19;10:15;10:30;7232;6492,04;739,95
03.01.19;10:30;10:45;7095,2;6371,47;723,72
03.01.19;10:45;11:00;6965,75;6258,35;707,4
03.01.19;11:00;11:15;6835,43;6144,26;691,17
03.01.19;11:15;11:30;6733,4;6057,34;676,05
03.01.19;11:30;11:45;6631,24;5970,73;660,51
03.01.19;11:45;12:00;6532,96;5888,79;644,16
03.01.19;12:00;12:15;6435,45;5807,58;627,86
03.01.19;12:15;12:30;6363,87;5750,34;613,53
03.01.19;12:30;12:45;6292,74;5694,79;597,96
03.01.19;12:45;13:00;6217,51;5636,17;581,34
03.01.19;13:00;13:15;6139,68;5576,8;562,88
03.01.19;13:15;13:30;6029,32;5486,99;542,33
03.01.19;13:30;13:45;5912,98;5389,82;523,16
03.01.19;13:45;14:00;5777,16;5273;504,16
03.01.19;14:00;14:15;5641,85;5155,96;485,89
03.01.19;14:15;14:30;5485,53;5017,49;468,04
03.01.19;14:30;14:45;5324,51;4874,32;450,19
03.01.19;14:45;15:00;5178,02;4743,04;434,97
03.01.19;15:00;15:15;5044,69;4624,93;419,76
03.01.19;15:15;15:30;4957,54;4548,52;409,02
03.01.19;15:30;15:45;4873,45;4475,16;398,3
03.01.19;15:45;16:00;4806,88;4419,91;386,97
03.01.19;16:00;16:15;4744,18;4368,54;375,64
03.01.19;16:15;16:30;4716,63;4350,38;366,25
03.01.19;16:30;16:45;4687,31;4330,43;356,88
03.01.19;16:45;17:00;4650,78;4302,48;348,31
03.01.19;17:00;17:15;4615,76;4276,02;339,74
03.01.19;17:15;17:30;4563,53;4240,39;323,14
03.01.19;17:30;17:45;4508,24;4201,75;306,49
03.01.19;17:45;18:00;4441,69;4151,97;289,71
03.01.19;18:00;18:15;4375,93;4102,99;272,94
03.01.19;18:15;18:30;4263,68;4007,62;256,06
03.01.19;18:30;18:45;4147,69;3907,9;239,79
03.01.19;18:45;19:00;4031,83;3808,27;223,56
03.01.19;19:00;19:15;3921,1;3713,72;207,37
03.01.19;19:15;19:30;3797,86;3605,53;192,32
03.01.19;19:30;19:45;3674,06;3497,11;176,95
03.01.19;19:45;20:00;3546,34;3384,37;161,97
03.01.19;20:00;20:15;3416,45;3268,98;147,47
03.01.19;20:15;20:30;3299,1;3163,09;136,01
03.01.19;20:30;20:45;3179,47;3054,91;124,55
03.01.19;20:45;21:00;3066,15;2952,77;113,38
03.01.19;21:00;21:15;2955,12;2852,92;102,2
03.01.19;21:15;21:30;2841,51;2748,59;92,92
03.01.19;21:30;21:45;2728,48;2644,89;83,59
03.01.19;21:45;22:00;2619,05;2544,6;74,46
03.01.19;22:00;22:15;2491,78;2426,41;65,38
03.01.19;22:15;22:30;2407,69;2342,8;64,9
03.01.19;22:30;22:45;2321,61;2257,2;64,4
03.01.19;22:45;23:00;2237,91;2173,56;64,35
03.01.19;23:00;23:15;2155,45;2091,12;64,32
03.01.19;23:15;23:30;2100,81;2032,74;68,06
03.01.19;23:30;23:45;2048,52;1976,74;71,78
03.01.19;23:45;00:00;1998,68;1922,88;75,8
04.01.19;00:00;00:15;2252,08;2160,6;91,48
04.01.19;00:15;00:30;2255,3;2146,66;108,64
04.01.19;00:30;00:45;2258,84;2133,02;125,82
04.01.19;00:45;01:00;2265,17;2121,65;143,52
04.01.19;01:00;01:15;2261,3;2100,02;161,28
04.01.19;01:15;01:30;2335,54;2147,58;187,97
04.01.19;01:30;01:45;2411,75;2197,05;214,7
04.01.19;01:45;02:00;2491,83;2249,62;242,2
04.01.19;02:00;02:15;2607,55;2337,88;269,67
04.01.19;02:15;02:30;2729,54;2435,83;293,71
04.01.19;02:30;02:45;2853,97;2536,21;317,76
04.01.19;02:45;03:00;2980,76;2640,5;340,26
04.01.19;03:00;03:15;3109,56;2746,79;362,76
04.01.19;03:15;03:30;3266;2872,98;393,01
04.01.19;03:30;03:45;3427,18;3003,91;423,27
04.01.19;03:45;04:00;3595,59;3136,85;458,73
04.01.19;04:00;04:15;3758,93;3264,71;494,22
04.01.19;04:15;04:30;3931,43;3415,89;515,54
04.01.19;04:30;04:45;4103,89;3567,01;536,88
04.01.19;04:45;05:00;4271,63;3716,56;555,07
04.01.19;05:00;05:15;4437,87;3864,66;573,2
04.01.19;05:15;05:30;4625,24;4034,43;590,81
04.01.19;05:30;05:45;4811,42;4203,02;608,41
04.01.19;05:45;06:00;5001,76;4380,65;621,11
04.01.19;06:00;06:15;5228,6;4594,78;633,82
04.01.19;06:15;06:30;5430,96;4780,94;650,02
04.01.19;06:30;06:45;5633,75;4967,47;666,28
04.01.19;06:45;07:00;5824,89;5147,17;677,72
04.01.19;07:00;07:15;6009,13;5320,04;689,09
04.01.19;07:15;07:30;6160,25;5464,99;695,26
04.01.19;07:30;07:45;6312,09;5610,69;701,4
04.01.19;07:45;08:00;6458,31;5749,66;708,65
04.01.19;08:00;08:15;6598,3;5882,34;715,96
04.01.19;08:15;08:30;6731,41;6010,76;720,64
04.01.19;08:30;08:45;6866,45;6141,1;725,35
04.01.19;08:45;09:00;6999,8;6272,93;726,87
04.01.19;09:00;09:15;7127,49;6399,13;728,36
04.01.19;09:15;09:30;7245;6521,17;723,83
04.01.19;09:30;09:45;7362,96;6643,64;719,33
04.01.19;09:45;10:00;7480,98;6764,55;716,43
04.01.19;10:00;10:15;7598,11;6884,63;713,48
04.01.19;10:15;10:30;7680,55;6976,79;703,76
04.01.19;10:30;10:45;7765,82;7071,83;694
04.01.19;10:45;11:00;7855,33;7168,9;686,43
04.01.19;11:00;11:15;7940,78;7261,87;678,9
04.01.19;11:15;11:30;8027,81;7358,89;668,91
04.01.19;11:30;11:45;8121,59;7462,65;658,93
04.01.19;11:45;12:00;8199,58;7552,78;646,8
04.01.19;12:00;12:15;8274,1;7639,45;634,65
04.01.19;12:15;12:30;8361,64;7736,06;625,59
04.01.19;12:30;12:45;8451,84;7835,46;616,38
04.01.19;12:45;13:00;8530,16;7926,86;603,3
04.01.19;13:00;13:15;8609,25;8018,89;590,36
04.01.19;13:15;13:30;8634,04;8051,08;582,97
04.01.19;13:30;13:45;8660,98;8085,4;575,58
04.01.19;13:45;14:00;8682,98;8109,21;573,78
04.01.19;14:00;14:15;8703,54;8131,54;572
04.01.19;14:15;14:30;8693,24;8119,6;573,63
04.01.19;14:30;14:45;8686,09;8110,82;575,27
04.01.19;14:45;15:00;8670,74;8094,15;576,59
04.01.19;15:00;15:15;8656,16;8078,26;577,9
04.01.19;15:15;15:30;8626,58;8056,18;570,4
04.01.19;15:30;15:45;8600,22;8037,34;562,87
04.01.19;15:45;16:00;8575,61;8017,84;557,77
04.01.19;16:00;16:15;8552,91;8000,22;552,69
04.01.19;16:15;16:30;8530,88;7962,03;568,85
04.01.19;16:30;16:45;8509,67;7924,61;585,07
04.01.19;16:45;17:00;8498,92;7898,14;600,77
04.01.19;17:00;17:15;8488,46;7872,04;616,42
04.01.19;17:15;17:30;8485,04;7852,71;632,33
04.01.19;17:30;17:45;8481,5;7833,28;648,22
04.01.19;17:45;18:00;8484,29;7819,28;665,01
04.01.19;18:00;18:15;8486,77;7804,95;681,81
04.01.19;18:15;18:30;8498,24;7801,82;696,42
04.01.19;18:30;18:45;8510,78;7799,73;711,05
04.01.19;18:45;19:00;8530,2;7805,68;724,52
04.01.19;19:00;19:15;8545,96;7807,96;738
04.01.19;19:15;19:30;8593,58;7840,98;752,6
04.01.19;19:30;19:45;8643,6;7876,38;767,22
04.01.19;19:45;20:00;8693,12;7912,69;780,43
04.01.19;20:00;20:15;8741,8;7948,19;793,62
04.01.19;20:15;20:30;8798,28;7992,46;805,83
04.01.19;20:30;20:45;8855,08;8037,05;818,03
04.01.19;20:45;21:00;8906,92;8077,6;829,31
04.01.19;21:00;21:15;8958,3;8117,73;840,57
04.01.19;21:15;21:30;9009,16;8155,92;853,24
04.01.19;21:30;21:45;9062,13;8196,22;865,91
04.01.19;21:45;22:00;9115,45;8237,33;878,12
04.01.19;22:00;22:15;9100,94;8210,59;890,34
04.01.19;22:15;22:30;9142,87;8254,56;888,31
04.01.19;22:30;22:45;9186,15;8299,77;886,38
04.01.19;22:45;23:00;9234,05;8349,86;884,19
04.01.19;23:00;23:15;9278,81;8396,91;881,89
04.01.19;23:15;23:30;9340,05;8467,96;872,09
04.01.19;23:30;23:45;9397,29;8536,31;860,98
04.01.19;23:45;00:00;9450,15;8601,92;848,23
05.01.19;00:00;00:15;9164,48;8370,91;793,57
05.01.19;00:15;00:30;9238,24;8460,24;778
05.01.19;00:30;00:45;9314,27;8551,85;762,41
05.01.19;00:45;01:00;9378,1;8633,73;744,37
05.01.19;01:00;01:15;9442,29;8715,91;726,39
05.01.19;01:15;01:30;9476,85;8771,38;705,47
05.01.19;01:30;01:45;9509,18;8824,64;684,54
05.01.19;01:45;02:00;9536,18;8870,98;665,2
05.01.19;02:00;02:15;9517,29;8871,44;645,85
05.01.19;02:15;02:30;9534,44;8894,98;639,46
05.01.19;02:30;02:45;9552,49;8919,47;633,02
05.01.19;02:45;03:00;9569,67;8942,61;627,06
05.01.19;03:00;03:15;9586,14;8964,98;621,15
05.01.19;03:15;03:30;9607,36;8988,26;619,1
05.01.19;03:30;03:45;9628,37;9011,32;617,05
05.01.19;03:45;04:00;9649,54;9032,61;616,93
05.01.19;04:00;04:15;9676,11;9059,28;616,83
05.01.19;04:15;04:30;9687,17;9063,86;623,31
05.01.19;04:30;04:45;9699,31;9069,46;629,85
05.01.19;04:45;05:00;9698,36;9062,8;635,56
05.01.19;05:00;05:15;9697,93;9056,66;641,26
05.01.19;05:15;05:30;9676,8;9031;645,79
05.01.19;05:30;05:45;9654,24;9003,89;650,35
05.01.19;05:45;06:00;9630,03;8975,95;654,09
05.01.19;06:00;06:15;9681,85;9024,05;657,81
05.01.19;06:15;06:30;9629,12;8969,53;659,59
05.01.19;06:30;06:45;9574,22;8912,95;661,27
05.01.19;06:45;07:00;9527,06;8865,52;661,54
05.01.19;07:00;07:15;9479,72;8817,83;661,89
05.01.19;07:15;07:30;9339,13;8684,19;654,95
05.01.19;07:30;07:45;9197,4;8549,38;648,02
05.01.19;07:45;08:00;9047,45;8407,08;640,37
05.01.19;08:00;08:15;8896,69;8263,93;632,76
05.01.19;08:15;08:30;8712,08;8080,16;631,92
05.01.19;08:30;08:45;8528,78;7897,65;631,14
05.01.19;08:45;09:00;8338,12;7706,78;631,34
05.01.19;09:00;09:15;8158,28;7526,72;631,57
05.01.19;09:15;09:30;8004,91;7360,37;644,54
05.01.19;09:30;09:45;7851,35;7193,78;657,56
05.01.19;09:45;10:00;7722,15;7050,54;671,62
05.01.19;10:00;10:15;7594,44;6908,89;685,55
05.01.19;10:15;10:30;7427,14;6759,32;667,82
05.01.19;10:30;10:45;7259,75;6609,71;650,04
05.01.19;10:45;11:00;7118,1;6485,81;632,29
05.01.19;11:00;11:15;6979,06;6364,49;614,57
05.01.19;11:15;11:30;6873,78;6278,85;594,93
05.01.19;11:30;11:45;6766,69;6191,35;575,34
05.01.19;11:45;12:00;6624,68;6071,65;553,03
05.01.19;12:00;12:15;6486,22;5955,55;530,67
05.01.19;12:15;12:30;6326,55;5818,53;508,02
05.01.19;12:30;12:45;6157,95;5673,01;484,94
05.01.19;12:45;13:00;6021,5;5558,82;462,69
05.01.19;13:00;13:15;5879,13;5436,96;442,17
05.01.19;13:15;13:30;5716,49;5291,94;424,55
05.01.19;13:30;13:45;5555,17;5147,97;407,2
05.01.19;13:45;14:00;5398,05;5008,05;390
05.01.19;14:00;14:15;5248,62;4874,37;374,25
05.01.19;14:15;14:30;5127,14;4767,92;359,21
05.01.19;14:30;14:45;5004,28;4660,13;344,15
05.01.19;14:45;15:00;4856,8;4526,97;329,83
05.01.19;15:00;15:15;4715;4399,45;315,54
05.01.19;15:15;15:30;4592,24;4284,1;308,14
05.01.19;15:30;15:45;4467,63;4166,9;300,73
05.01.19;15:45;16:00;4370,89;4077,56;293,33
05.01.19;16:00;16:15;4283,9;3997,97;285,92
05.01.19;16:15;16:30;4252,89;3962,64;290,24
05.01.19;16:30;16:45;4221,76;3927,16;294,6
05.01.19;16:45;17:00;4177,77;3878,81;298,97
05.01.19;17:00;17:15;4134,65;3831,34;303,31
05.01.19;17:15;17:30;4090,91;3788,98;301,93
05.01.19;17:30;17:45;4044,15;3743,58;300,57
05.01.19;17:45;18:00;4010,64;3711,43;299,21
05.01.19;18:00;18:15;3976,55;3678,73;297,82
05.01.19;18:15;18:30;3921,83;3633,69;288,14
05.01.19;18:30;18:45;3863,09;3584,67;278,42
05.01.19;18:45;19:00;3817,91;3549,22;268,7
05.01.19;19:00;19:15;3775,01;3516;259
05.01.19;19:15;19:30;3736,95;3489,38;247,57
05.01.19;19:30;19:45;3695,76;3459,64;236,12
05.01.19;19:45;20:00;3628,81;3404,14;224,67
05.01.19;20:00;20:15;3558,92;3345,67;213,24
05.01.19;20:15;20:30;3500,78;3291,61;209,17
05.01.19;20:30;20:45;3440,63;3235,53;205,1
05.01.19;20:45;21:00;3356,75;3155,71;201,04
05.01.19;21:00;21:15;3269,41;3072,43;196,97
05.01.19;21:15;21:30;3183,08;2998,21;184,86
05.01.19;21:30;21:45;3095,94;2923,22;172,72
05.01.19;21:45;22:00;3009,31;2848,72;160,59
05.01.19;22:00;22:15;2903,39;2754,91;148,48
05.01.19;22:15;22:30;2829,72;2694,91;134,81
05.01.19;22:30;22:45;2754,03;2632,88;121,15
05.01.19;22:45;23:00;2681,66;2574,18;107,49
05.01.19;23:00;23:15;2610,91;2517,09;93,82
05.01.19;23:15;23:30;2546,91;2460,98;85,93
05.01.19;23:30;23:45;2484,54;2406,25;78,29
05.01.19;23:45;00:00;2422,1;2351,45;70,65
06.01.19;00:00;00:15;2586,76;2405,93;180,83
06.01.19;00:15;00:30;2545,05;2367,17;177,88
06.01.19;00:30;00:45;2502,77;2327,78;174,99
06.01.19;00:45;01:00;2458,52;2285,79;172,73
06.01.19;01:00;01:15;2397,42;2227,03;170,39
06.01.19;01:15;01:30;2343,92;2181,74;162,18
06.01.19;01:30;01:45;2288,64;2134,73;153,92
06.01.19;01:45;02:00;2229,73;2083,95;145,78
06.01.19;02:00;02:15;2209,65;2071,97;137,68
06.01.19;02:15;02:30;2154,82;2026,06;128,76
06.01.19;02:30;02:45;2099,03;1979,19;119,84
06.01.19;02:45;03:00;2045,36;1934,47;110,9
06.01.19;03:00;03:15;1994,48;1892,5;101,99
06.01.19;03:15;03:30;1951,88;1855,81;96,07
06.01.19;03:30;03:45;1910,3;1820,15;90,16
06.01.19;03:45;04:00;1872,1;1788,02;84,08
